Wall time,Step,Value
1590787264.14165,0,0.6675127148628235
1590787640.367131,1,0.8447362780570984
1590788027.807962,2,0.8700066208839417
1590788431.274036,3,0.8864489197731018
1590788838.846905,4,0.8985875248908997
1590789250.56653,5,0.9149194359779358
1590789656.778126,6,0.9272787570953369
1590790061.730483,7,0.9382035136222839
1590790465.156881,8,0.9542043805122375
1590790873.559389,9,0.9686603546142578
1590791283.230421,10,0.9713087677955627
1590791695.916357,11,0.9781505465507507
1590792110.222139,12,0.9841094613075256
1590792461.186758,13,0.9839991331100464
1590792814.533816,14,0.9886338710784912
1590793219.669021,15,0.9860957860946655
1590793612.03679,16,0.9885234832763672
1590794019.905915,17,0.9867578744888306
1590794429.879186,18,0.9944824576377869
1590794839.192756,19,0.9905098080635071
1590795252.743095,20,0.9919443726539612
1590795607.25263,21,0.9963583946228027
1590796006.883435,22,0.9889649152755737
1590796383.934468,23,0.9908408522605896
1590796741.910886,24,0.9944824576377869
1590797148.683281,25,0.9921650886535645
1590797555.481745,26,0.9948135018348694
1590797966.855604,27,0.993158221244812
1590798380.420288,28,0.9910615682601929
1590798731.26394,29,0.989847719669342
1590799084.062003,30,0.9973515868186951
1590799441.025685,31,0.9956963062286377
1590799803.160365,32,0.9930478930473328
1590800208.293962,33,0.9949238300323486
1590800616.094216,34,0.9958066940307617
1590801025.049633,35,0.9903994798660278
1590801438.901814,36,0.9906201958656311
1590801805.95423,37,0.9962480664253235
1590802184.28844,38,0.996579110622406
1590802589.340645,39,0.9958066940307617
1590802995.799163,40,0.9907305240631104
1590803385.768812,41,0.9930478930473328
1590803794.120288,42,0.9939306974411011
1590804204.481882,43,0.997241199016571
1590804621.287554,44,0.9954755902290344
1590804974.719079,45,0.9915030002593994
1590805326.171258,46,0.9964687824249268
1590805679.535312,47,0.9975723028182983
1590806076.512717,48,0.9940410256385803
1590806468.656061,49,0.9961377382278442
1590806878.707903,50,0.9948135018348694
1590807290.205077,51,0.9962480664253235
